Country Code,Country,Item Code,Item,Element Code,Element,Unit,Y19891991,Y19891991F,Y1990,Y1990F,Y19901992,Y19901992F,Y1991,Y1991F,Y19911993,Y19911993F,Y1992,Y1992F,Y19921994,Y19921994F,Y1993,Y1993F,Y19931995,Y19931995F,Y1994,Y1994F,Y19941996,Y19941996F,Y1995,Y1995F,Y19951997,Y19951997F,Y1996,Y1996F,Y19961998,Y19961998F,Y1997,Y1997F,Y19971999,Y19971999F,Y1998,Y1998F,Y19982000,Y19982000F,Y1999,Y1999F,Y19992001,Y19992001F,Y2000,Y2000F,Y20002002,Y20002002F,Y2001,Y2001F,Y20012003,Y20012003F,Y2002,Y2002F,Y20022004,Y20022004F,Y2003,Y2003F,Y20032005,Y20032005F,Y2004,Y2004F,Y20042006,Y20042006F,Y2005,Y2005F,Y20052007,Y20052007F,Y2006,Y2006F,Y20062008,Y20062008F,Y2007,Y2007F,Y20072009,Y20072009F,Y2008,Y2008F,Y20082010,Y20082010F,Y2009,Y2009F,Y20092011,Y20092011F,Y2010,Y2010F,Y20102012,Y20102012F,Y2011,Y2011F,Y20112013,Y20112013F,Y2012,Y2012F,Y20122014,Y20122014F,Y2013,Y2013F,Y20132015,Y20132015F,Y2014,Y2014F,Y20142016,Y20142016F,Y2015,Y2015F
"2","Afghanistan","21034","Percentage of arable land equipped for irrigation (%) (3-year average)","6121","Value","%",,"NA",,,"37.900000","",,,"39.300000","",,,"40.500000","",,,"41.400000","",,,"41.700000","",,,"41.800000","",,,"41.600000","",,,"41.600000","",,,"41.600000","",,,"41.700000","",,,"41.700000","",,,"41.600000","",,,"41.400000","",,,"41.100000","",,,"41.100000","",,,"41.100000","",,,"41.200000","",,,"41.200000","",,,"41.200000","",,,"41.200000","",,,"41.200000","",,,"41.200000","",,,,"NA",,,,"NA",,,,"NA",,
"2","Afghanistan","21033","Value of food imports over total merchandise exports (%) (3-year average)","6121","Value","%",,"NA",,,"59.000000","",,,"50.000000","",,,"48.000000","",,,"54.000000","",,,"61.000000","",,,"66.000000","",,,"51.000000","",,,"46.000000","",,,"65.000000","",,,"121.000000","",,,"187.000000","",,,"225.000000","",,,"164.000000","",,,"164.000000","",,,"161.000000","",,,"164.000000","",,,"186.000000","",,,"207.000000","",,,"250.000000","",,,"295.000000","",,,"303.000000","",,,"296.000000","",,,,"NA",,,,"NA",,,,"NA",,
"2","Afghanistan","21032","Political stability and absence of violence/terrorism (index)","6125","Value","index",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"-2.540000","",,,,"NA",,,"-2.570000","",,,,"NA",,,"-2.570000","",,,,"NA",,,"-2.210000","",,,"-2.260000","",,,"-2.300000","",,,"-2.090000","",,,"-2.230000","",,,"-2.400000","",,,"-2.690000","",,,"-2.700000","",,,"-2.550000","",,,"-2.480000","",,,"-2.390000","",,,"-2.500000","",,,"-2.460000","",,,,"NA"
"2","Afghanistan","21029","Domestic food price volatility (index)","6125","Value","index",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"2","Afghanistan","21030","Per capita food production variability (I$ per person constant 2004-06)","6127","Value","1000 I$",,,"4.900000","",,,"6.700000","",,,"3.200000","",,,"7.700000","",,,"9.400000","",,,"9.800000","",,,"6.300000","",,,"3.900000","",,,"7.800000","",,,"11.300000","",,,"10.900000","",,,"11.300000","",,,"16.400000","",,,"16.100000","",,,"13.300000","",,,"9.200000","",,,"10.000000","",,,"4.700000","",,,"5.000000","",,,"5.800000","",,,"6.800000","",,,"6.500000","",,,"6.200000","",,,"6.000000","",,,,"NA",,,,"NA"
"2","Afghanistan","21031","Per capita food supply variability (kcal/capita/day)","6128","Value","kcal/capita/day",,,"254.000000","",,,"173.000000","",,,"126.000000","",,,"158.000000","",,,"155.000000","",,,"117.000000","",,,"40.000000","",,,"42.000000","",,,"47.000000","",,,"64.000000","",,,"43.000000","",,,"43.000000","",,,"67.000000","",,,"65.000000","",,,"52.000000","",,,"70.000000","",,,"71.000000","",,,"38.000000","",,,"29.000000","",,,"24.000000","",,,"22.000000","",,,"20.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"2","Afghanistan","21019","Access to improved water sources (%)","6121","Value","%",,,,"NA",,,"21.200000","",,,"21.300000","",,,"21.400000","",,,"21.400000","",,,"21.500000","",,,"23.300000","",,,"25.000000","",,,"26.800000","",,,"28.500000","",,,"30.300000","",,,"32.000000","",,,"33.800000","",,,"35.500000","",,,"37.300000","",,,"39.100000","",,,"40.800000","",,,"42.600000","",,,"44.400000","",,,"46.200000","",,,"48.000000","",,,"49.800000","",,,"51.600000","",,,"53.400000","",,,"55.200000","",,,,"NA"
"2","Afghanistan","21020","Access to improved sanitation facilities (%)","6121","Value","%",,,,"NA",,,"20.500000","",,,"20.500000","",,,"20.500000","",,,"20.600000","",,,"20.600000","",,,"21.100000","",,,"21.700000","",,,"22.200000","",,,"22.800000","",,,"23.400000","",,,"23.900000","",,,"24.500000","",,,"25.100000","",,,"25.700000","",,,"26.300000","",,,"26.900000","",,,"27.400000","",,,"28.000000","",,,"28.700000","",,,"29.300000","",,,"29.900000","",,,"30.500000","",,,"31.100000","",,,"31.800000","",,,,"NA"
"2","Afghanistan","21026","Percentage of children under 5 years of age affected by wasting (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"18.200000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"8.600000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"2","Afghanistan","21025","Percentage of children under 5 years of age who are stunted (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"53.200000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"59.300000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"2","Afghanistan","21027","Percentage of children under 5 years of age who are underweight (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"44.900000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"32.900000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"2","Afghanistan","21028","Percentage of adults who are underweight (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"2","Afghanistan","21036","Prevalence of anaemia among children under 5 years of age (%)","6121","Value","%",,,"62.800000","",,,"61.300000","",,,"59.800000","",,,"58.300000","",,,"56.900000","",,,"55.100000","",,,"53.400000","",,,"51.600000","",,,"49.900000","",,,"48.200000","",,,"46.800000","",,,"45.400000","",,,"44.200000","",,,"43.300000","",,,"42.400000","",,,"42.000000","",,,"41.900000","",,,"42.000000","",,,"42.400000","",,,"42.800000","",,,"43.600000","",,,"44.200000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"2","Afghanistan","21039","Prevalence of anemia among pregnant women (%)","6121","Value","%",,,"49.800000","",,,"49.600000","",,,"49.300000","",,,"49.100000","",,,"48.800000","",,,"48.500000","",,,"48.200000","",,,"47.800000","",,,"47.400000","",,,"47.000000","",,,"46.600000","",,,"46.200000","",,,"45.800000","",,,"45.400000","",,,"45.100000","",,,"44.800000","",,,"44.600000","",,,"44.500000","",,,"44.400000","",,,"44.300000","",,,"44.300000","",,,"44.400000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"2","Afghanistan","21037","Prevalence of vitamin A deficiency in the population (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"3.200000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"2","Afghanistan","21038","Prevalence of iodine deficiency (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"71.900000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"3","Albania","21010","Average dietary energy supply adequacy (%) (3-year average)","6121","Value","%",,"NA",,,"111.000000","",,,"114.000000","",,,"118.000000","",,,"119.000000","",,,"119.000000","",,,"117.000000","",,,"117.000000","",,,"116.000000","",,,"116.000000","",,,"117.000000","",,,"117.000000","",,,"117.000000","",,,"117.000000","",,,"116.000000","",,,"117.000000","",,,"117.000000","",,,"117.000000","",,,"118.000000","",,,"119.000000","",,,"121.000000","",,,"121.000000","",,,"121.000000","",,,"120.000000","",,,"120.000000","",,,"121.000000","",,
"3","Albania","21011","Average value of food production (constant I$ per person) (3-year average)","6122","Value","I$ per person",,"NA",,,"172.000000","",,,"176.000000","",,,"197.000000","",,,"220.000000","",,,"235.000000","",,,"237.000000","",,,"236.000000","",,,"235.000000","",,,"242.000000","",,,"249.000000","",,,"258.000000","",,,"268.000000","",,,"280.000000","",,,"290.000000","",,,"299.000000","",,,"304.000000","",,,"315.000000","",,,"326.000000","",,,"341.000000","",,,"358.000000","",,,"377.000000","",,,"386.000000","",,,,"NA",,,,"NA",,,,"NA",,
"3","Albania","21012","Share of dietary energy supply derived from cereals, roots and tubers (%) (3-year average)","6121","Value","%",,"NA",,,"60.000000","",,,"59.000000","",,,"58.000000","",,,"55.000000","",,,"53.000000","",,,"51.000000","",,,"52.000000","",,,"53.000000","",,,"52.000000","",,,"51.000000","",,,"50.000000","",,,"48.000000","",,,"46.000000","",,,"44.000000","",,,"43.000000","",,,"42.000000","",,,"41.000000","",,,"41.000000","",,,"41.000000","",,,"41.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,
"3","Albania","21013","Average protein supply (g/capita/day) (3-year average)","6123","Value","g/capita/day",,"NA",,,"80.000000","",,,"84.000000","",,,"89.000000","",,,"91.000000","",,,"93.000000","",,,"91.000000","",,,"91.000000","",,,"90.000000","",,,"91.000000","",,,"92.000000","",,,"94.000000","",,,"95.000000","",,,"96.000000","",,,"96.000000","",,,"97.000000","",,,"98.000000","",,,"98.000000","",,,"98.000000","",,,"99.000000","",,,"101.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,
"3","Albania","21014","Average supply of protein of animal origin (g/capita/day) (3-year average)","6123","Value","g/capita/day",,"NA",,,"26.000000","",,,"28.000000","",,,"31.000000","",,,"35.000000","",,,"39.000000","",,,"39.000000","",,,"38.000000","",,,"37.000000","",,,"38.000000","",,,"40.000000","",,,"41.000000","",,,"44.000000","",,,"46.000000","",,,"48.000000","",,,"49.000000","",,,"50.000000","",,,"50.000000","",,,"50.000000","",,,"50.000000","",,,"51.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,
"3","Albania","21015","Percentage of paved roads over total roads (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"39.000000","",,,"39.000000","",,,"39.000000","",,,"39.000000","",,,"39.000000","",,,"39.000000","",,,"39.000000","",,,"39.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"3","Albania","21017","Road density (per 100 square km of land area)","6124","Value","per 100 square km of land area",,,,"NA",,,"64.200000","",,,"62.600000","",,,"62.600000","",,,"62.600000","",,,"62.600000","",,,"62.600000","",,,"62.600000","",,,"62.600000","",,,"62.600000","",,,"62.600000","",,,"62.600000","",,,"62.600000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"3","Albania","21016","Rail-lines density (per 100 square km of land area)","6124","Value","per 100 square km of land area",,,"2.600000","",,,,"NA",,,"2.300000","",,,"2.300000","",,,"2.300000","",,,"2.300000","",,,,"NA",,,"1.600000","",,,,"NA",,,,"NA",,,"1.500000","",,,"1.600000","",,,"1.600000","",,,"1.600000","",,,"1.600000","",,,"1.600000","",,,"1.500000","",,,"1.500000","",,,"1.500000","",,,"1.500000","",,,"1.500000","",,,"1.500000","",,,"1.500000","",,,"1.500000","",,,,"NA",,,,"NA"
"3","Albania","21018","Domestic food price index (index)","6125","Value","index",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"6.380000","",,,"6.410000","",,,"6.460000","",,,"6.590000","",,,"6.360000","",,,"6.240000","",,,"6.210000","",,,"6.150000","",,,"6.120000","",,,"6.140000","",,,"6.270000","",,,"6.310000","",,,"6.300000","",,,"6.480000","",,,"6.430000","",,,,"NA"
"3","Albania","22013","Gross domestic product per capita, PPP (constant 2011 international $)","6126","Value","I$",,,"4303.400000","",,,"3048.400000","",,,"2846.100000","",,,"3138.400000","",,,"3419.800000","",,,"3898.700000","",,,"4280.000000","",,,"3840.100000","",,,"4212.400000","",,,"4811.500000","",,,"5165.100000","",,,"5627.800000","",,,"5883.600000","",,,"6246.600000","",,,"6630.900000","",,,"7046.200000","",,,"7475.900000","",,,"7977.000000","",,,"8643.800000","",,,"8993.700000","",,,"9373.800000","",,,"9640.100000","",,,"9791.500000","",,,"9910.800000","",,,"10136.000000","",,,,"NA"
"3","Albania","21001","Number of people undernourished (millions) (3-year average)","6132","Value","millions",,"NA",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,,,"NS",,
"3","Albania","21004","Prevalence of undernourishment (%) (3-year average)","6121","Value","%",,"NA",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,
"3","Albania","21022","Share of food expenditure of the poor (%)","6121","Value","%",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,"67.000000","",,,,"NA",,,,"NA",,,"30.000000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA"
"3","Albania","21023","Depth of the food deficit (kcal/capita/day) (3-year average)","6128","Value","kcal/capita/day",,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,
"3","Albania","21024","Prevalence of food inadequacy (%) (3-year average)","6121","Value","%",,"NA",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,,,"<5",,
"3","Albania","21035","Cereal import dependency ratio (%) (3-year average)","6121","Value","%",,"NA",,,"35.200000","",,,"48.300000","",,,"45.500000","",,,"34.000000","",,,"35.100000","",,,"36.700000","",,,"42.100000","",,,"38.600000","",,,"41.900000","",,,"45.600000","",,,"46.700000","",,,"49.000000","",,,"51.000000","",,,"51.000000","",,,"51.000000","",,,"50.600000","",,,"48.400000","",,,"45.300000","",,,"41.700000","",,,"40.600000","",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,,,"NA",,
"3","Albania","21034","Percentage of arable land equipped for irrigation (%) (3-year average)","6121","Value","%",,"NA",,,"68.400000","",,,"63.700000","",,,"60.600000","",,,"59.000000","",,,"58.900000","",,,"58.900000","",,,"58.900000","",,,"58.900000","",,,"58.900000","",,,"59.000000","",,,"59.300000","",,,"60.100000","",,,"60.700000","",,,"63.100000","",,,"63.600000","",,,"63.700000","",,,"60.400000","",,,"58.100000","",,,"55.200000","",,,"54.000000","",,,"53.300000","",,,"53.900000","",,,,"NA",,,,"NA",,,,"NA",,
